"@timestamp",service,message,level,logger,traceId
"Aug 8, 2026 @ 22:42:42.473","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=213",INFO,"bff.config.AccessLogFilter","aff84faa-2c2a-4c60-80d2-ab3a1448c2ac"
"Aug 8, 2026 @ 22:42:40.150",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:40 +0000] ""POST /api/ai/recommend HTTP/1.1"" 200 61 ""http://192.168.160.100:30000/stores/1"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:40.149","bff-service","method=POST uri=/api/ai/recommend status=200 durationMs=2529",INFO,"bff.config.AccessLogFilter","418dda7a-80ed-42cf-a792-45460a7bf406"
"Aug 8, 2026 @ 22:42:36.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:36.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:33.732","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=20",INFO,"bff.config.AccessLogFilter","26eec0ae-da8b-425d-9ebf-62a825472c10"
"Aug 8, 2026 @ 22:42:33.574","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=26",INFO,"bff.config.AccessLogFilter","1d965db5-e16a-417a-b84f-59787e10d6de"
"Aug 8, 2026 @ 22:42:30.607",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:30 +0000] ""POST /api/ai/chat HTTP/1.1"" 200 1079 ""http://192.168.160.100:30000/stores/1"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:30.606","bff-service","method=POST uri=/api/ai/chat status=200 durationMs=18139",INFO,"bff.config.AccessLogFilter","ae7c58ee-4d26-42c8-b89c-09f435bed003"
"Aug 8, 2026 @ 22:42:29.601",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:29 +0000] ""POST /api/ai/recommend HTTP/1.1"" 200 61 ""http://192.168.160.100:30000/stores/1"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:29.600","bff-service","method=POST uri=/api/ai/recommend status=200 durationMs=37301",INFO,"bff.config.AccessLogFilter","05cb1b54-ead3-4c04-a65b-d66d275282ba"
"Aug 8, 2026 @ 22:42:27.345","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=85",INFO,"bff.config.AccessLogFilter","5ae3a372-d8e1-43cf-a499-4f6d110cacb0"
"Aug 8, 2026 @ 22:42:26.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:26.466",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:23.729","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=17",INFO,"bff.config.AccessLogFilter","8d161531-58ed-47c9-bfe7-9d7ccfcf15c2"
"Aug 8, 2026 @ 22:42:23.558","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=22",INFO,"bff.config.AccessLogFilter","97af30ca-b659-45af-96e6-5e08a1a33b6a"
"Aug 8, 2026 @ 22:42:18.134",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:18 +0000] ""POST /api/notifications/list HTTP/1.1"" 200 12 ""http://192.168.160.100:30000/stores/1"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:18.133","bff-service","method=POST uri=/api/notifications/list status=200 durationMs=79",INFO,"bff.config.AccessLogFilter","49784ade-fa42-48ca-8f9b-6cdbe3530bda"
"Aug 8, 2026 @ 22:42:18.124","bff-service","[CB] listMyNotifications fallback: {} I/O error on POST request for ""http://notification-service/api/notifications/list"": null",WARN,"bff.client.NotificationClient","49784ade-fa42-48ca-8f9b-6cdbe3530bda"
"Aug 8, 2026 @ 22:42:16.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:16.498",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:13.732","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=20",INFO,"bff.config.AccessLogFilter","ea4a3757-b59f-4c15-b85f-959a06825651"
"Aug 8, 2026 @ 22:42:13.691","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=157",INFO,"bff.config.AccessLogFilter","00ac73e3-f76e-45dd-9e25-ecc0ae3e82e8"
"Aug 8, 2026 @ 22:42:12.428","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=167",INFO,"bff.config.AccessLogFilter","7c36358c-696b-4e5e-b767-ca5bf831a4f9"
"Aug 8, 2026 @ 22:42:06.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:06.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:42:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:42:03.724","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","94b066f2-9aba-4824-b22c-b2146c02b59a"
"Aug 8, 2026 @ 22:42:03.556","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=22",INFO,"bff.config.AccessLogFilter","008e775b-f728-48e6-b238-7e9e0207099d"
"Aug 8, 2026 @ 22:41:57.371","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=111",INFO,"bff.config.AccessLogFilter","cb18cee2-d453-4e92-82e3-88a03895b514"
"Aug 8, 2026 @ 22:41:56.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:56.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:53.733","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=21",INFO,"bff.config.AccessLogFilter","f67a1eaa-2f8f-407f-99c3-29656e3c7f15"
"Aug 8, 2026 @ 22:41:53.548","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=15",INFO,"bff.config.AccessLogFilter","c939d9f7-0e50-40f9-b4fb-fa43a6a06469"
"Aug 8, 2026 @ 22:41:51.378",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:51 +0000] ""POST /api/stores/products/list HTTP/1.1"" 200 567 ""http://192.168.160.100:30000/stores/1"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:51.377","bff-service","method=POST uri=/api/stores/products/list status=200 durationMs=1895",INFO,"bff.config.AccessLogFilter","d5040113-d536-44df-ba63-f32561c92c88"
"Aug 8, 2026 @ 22:41:51.152",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:51 +0000] ""POST /api/stores/reviews/list HTTP/1.1"" 200 12 ""http://192.168.160.100:30000/stores/1"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:51.146","bff-service","method=POST uri=/api/stores/reviews/list status=200 durationMs=1661",INFO,"bff.config.AccessLogFilter","64413439-4185-49a2-b8d3-8f20edadb30c"
"Aug 8, 2026 @ 22:41:50.701","bff-service","method=POST uri=/api/stores/find status=200 durationMs=1219",INFO,"bff.config.AccessLogFilter","93e901d5-879f-46f4-a75b-293cec1f0e01"
"Aug 8, 2026 @ 22:41:50.701",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:50 +0000] ""POST /api/stores/find HTTP/1.1"" 200 338 ""http://192.168.160.100:30000/stores/1"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:48.076","bff-service","method=POST uri=/api/stores/list status=200 durationMs=76",INFO,"bff.config.AccessLogFilter","210b0399-10cf-4cc2-8a61-00fcf1612a74"
"Aug 8, 2026 @ 22:41:48.076",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:48 +0000] ""POST /api/stores/list HTTP/1.1"" 200 666 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:48.033",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:48 +0000] ""POST /api/public-notifications/list HTTP/1.1"" 200 12 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:48.032","bff-service","method=POST uri=/api/public-notifications/list status=200 durationMs=66",INFO,"bff.config.AccessLogFilter","fec527f7-60f7-4e87-b24f-16608ccd1f3d"
"Aug 8, 2026 @ 22:41:48.031","bff-service","method=POST uri=/api/notifications/list status=200 durationMs=65",INFO,"bff.config.AccessLogFilter","dd16c068-23f8-4daa-b40e-fd600747cd4d"
"Aug 8, 2026 @ 22:41:48.031",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:48 +0000] ""POST /api/notifications/list HTTP/1.1"" 200 12 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:48.026","bff-service","[CB] listPublicNotifications fallback: I/O error on POST request for ""http://notification-service/api/public-notifications/list"": null",WARN,"bff.client.NotificationClient","fec527f7-60f7-4e87-b24f-16608ccd1f3d"
"Aug 8, 2026 @ 22:41:48.024","bff-service","[CB] listMyNotifications fallback: {} I/O error on POST request for ""http://notification-service/api/notifications/list"": null",WARN,"bff.client.NotificationClient","dd16c068-23f8-4daa-b40e-fd600747cd4d"
"Aug 8, 2026 @ 22:41:46.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:46.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:43.723","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=10",INFO,"bff.config.AccessLogFilter","5f0bd56c-036f-418e-b5a2-7717a02f300e"
"Aug 8, 2026 @ 22:41:43.547","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=14",INFO,"bff.config.AccessLogFilter","b154d79b-8ce4-44ff-b95b-80ec37f7df22"
"Aug 8, 2026 @ 22:41:42.594","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=334",INFO,"bff.config.AccessLogFilter","b4236a23-9a43-4489-87ac-c981a9f0d6eb"
"Aug 8, 2026 @ 22:41:36.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:36.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:33.733","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=12",INFO,"bff.config.AccessLogFilter","b63ef45e-d9c4-489f-a882-74a905a3dcfe"
"Aug 8, 2026 @ 22:41:33.562","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=28",INFO,"bff.config.AccessLogFilter","0a698bfb-5385-43f0-9404-65aa8f725b43"
"Aug 8, 2026 @ 22:41:27.318","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=58",INFO,"bff.config.AccessLogFilter","3a15784e-1374-41dd-a7d4-5e139bd2099d"
"Aug 8, 2026 @ 22:41:26.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:26.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:23.725","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=13",INFO,"bff.config.AccessLogFilter","54b165d9-05f8-4b8e-bb4b-e174b81a626d"
"Aug 8, 2026 @ 22:41:23.547","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=14",INFO,"bff.config.AccessLogFilter","b5a400d2-b4c0-4ade-8b90-62183b8022f7"
"Aug 8, 2026 @ 22:41:16.992",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:16.462",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:13.722","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","5348b8ea-1deb-40eb-bfa7-7019fe774590"
"Aug 8, 2026 @ 22:41:13.551","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=17",INFO,"bff.config.AccessLogFilter","27469af9-d245-44b5-89c1-8b6fb6afcad3"
"Aug 8, 2026 @ 22:41:12.325","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=66",INFO,"bff.config.AccessLogFilter","1d2e6202-0e96-473f-b371-47dffb0440b8"
"Aug 8, 2026 @ 22:41:06.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:06.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:41:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:41:03.720","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","541ce341-715c-40e1-b86f-3619f8d8e262"
"Aug 8, 2026 @ 22:41:03.624","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=90",INFO,"bff.config.AccessLogFilter","7e156a62-01f4-4112-86be-565a719201fc"
"Aug 8, 2026 @ 22:40:57.338","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=74",INFO,"bff.config.AccessLogFilter","cd3b1144-6758-4889-995c-2aa13dd71cfe"
"Aug 8, 2026 @ 22:40:56.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:56.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:53.735","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=24",INFO,"bff.config.AccessLogFilter","0a38c0c4-56b3-4987-ab25-60a39cb516f8"
"Aug 8, 2026 @ 22:40:53.545","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=13",INFO,"bff.config.AccessLogFilter","0975351a-97bb-4b73-8c91-e33a63398d0f"
"Aug 8, 2026 @ 22:40:46.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:46.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:43.716","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=6",INFO,"bff.config.AccessLogFilter","39f9e775-a587-4a53-9709-d72d92f90b8e"
"Aug 8, 2026 @ 22:40:43.550","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=16",INFO,"bff.config.AccessLogFilter","b7931568-f76d-4f26-a26d-b7c67376a113"
"Aug 8, 2026 @ 22:40:42.330","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=70",INFO,"bff.config.AccessLogFilter","0c339fdd-f1b7-4351-9b8a-62eade0e2dfd"
"Aug 8, 2026 @ 22:40:36.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:36.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:33.720","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=9",INFO,"bff.config.AccessLogFilter","1755db64-095f-4fdf-8702-367be0d26558"
"Aug 8, 2026 @ 22:40:33.558","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=20",INFO,"bff.config.AccessLogFilter","174dac90-5bd3-42bc-9f1e-f9ae0b27cab8"
"Aug 8, 2026 @ 22:40:27.374","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=113",INFO,"bff.config.AccessLogFilter","836b121e-4508-46bf-9844-4066f94cc8cf"
"Aug 8, 2026 @ 22:40:26.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:26.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:23.722","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","2d95885e-0c1a-40fa-897b-c547902aafac"
"Aug 8, 2026 @ 22:40:23.541","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=9",INFO,"bff.config.AccessLogFilter","0181605e-4ead-4669-bdfb-1ca4adea63b7"
"Aug 8, 2026 @ 22:40:16.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:16.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:13.714","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","2a2ecbce-0a3a-44d1-9598-9b1c6cb4b426"
"Aug 8, 2026 @ 22:40:13.545","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=12",INFO,"bff.config.AccessLogFilter","b12c23ce-7297-4d91-9a90-52750dfdbb9f"
"Aug 8, 2026 @ 22:40:12.283","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=23",INFO,"bff.config.AccessLogFilter","73c4af16-3a23-442e-9bdf-c3e8b061113e"
"Aug 8, 2026 @ 22:40:06.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:06.462",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:04.889",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:04 +0000] ""POST /api/stores/list HTTP/1.1"" 200 666 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:04.887","bff-service","method=POST uri=/api/stores/list status=200 durationMs=70",INFO,"bff.config.AccessLogFilter","d4e91e2c-be73-4fa1-8941-1510f5593c8d"
"Aug 8, 2026 @ 22:40:04.849",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:04 +0000] ""POST /api/notifications/list HTTP/1.1"" 200 12 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:04.847","bff-service","method=POST uri=/api/notifications/list status=200 durationMs=34",INFO,"bff.config.AccessLogFilter","07554a77-0a89-4071-affc-0f47f1fdff48"
"Aug 8, 2026 @ 22:40:04.845","bff-service","[CB] listMyNotifications fallback: {} I/O error on POST request for ""http://notification-service/api/notifications/list"": null",WARN,"bff.client.NotificationClient","07554a77-0a89-4071-affc-0f47f1fdff48"
"Aug 8, 2026 @ 22:40:04.797",unknown,"10.244.0.1 - - [08/Aug/2026:13:40:04 +0000] ""POST /api/users/signin HTTP/1.1"" 200 258 ""http://192.168.160.100:30000/signin"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:40:04.796","bff-service","method=POST uri=/api/users/signin status=200 durationMs=14724",INFO,"bff.config.AccessLogFilter","8e3c987d-fb15-4e35-a15e-73384254bcca"
"Aug 8, 2026 @ 22:40:03.722","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=13",INFO,"bff.config.AccessLogFilter","7b6a5af5-320a-4eb1-bf76-5117a50f8498"
"Aug 8, 2026 @ 22:40:03.538","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","167fb20d-6afc-49f8-9dcd-7441db58aa19"
"Aug 8, 2026 @ 22:39:57.275","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=15",INFO,"bff.config.AccessLogFilter","33b3aff4-de60-4440-8dd6-53ced4241c29"
"Aug 8, 2026 @ 22:39:56.992",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:56.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:54.360",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:54 +0000] ""POST /api/stores/list HTTP/1.1"" 200 666 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:54.359","bff-service","method=POST uri=/api/stores/list status=200 durationMs=17910",INFO,"bff.config.AccessLogFilter","375db3bc-a15d-4fb9-a38f-7e7ac9f353cd"
"Aug 8, 2026 @ 22:39:53.794","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=84",INFO,"bff.config.AccessLogFilter","ce8b1fd5-bcc7-4391-af0c-4ba65c359d97"
"Aug 8, 2026 @ 22:39:53.548","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=15",INFO,"bff.config.AccessLogFilter","80c392e8-528f-46a4-998b-9c6851b64f4b"
"Aug 8, 2026 @ 22:39:46.992",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:46.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:43.722","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","c33a4c3e-a2e1-4972-b51c-7891283834a3"
"Aug 8, 2026 @ 22:39:43.564","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=29",INFO,"bff.config.AccessLogFilter","3c7f51b0-5e00-4d52-8c5b-20c3c9d72c4f"
"Aug 8, 2026 @ 22:39:42.353","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=92",INFO,"bff.config.AccessLogFilter","9ebb5e80-da9d-4587-bce7-516357061327"
"Aug 8, 2026 @ 22:39:39.621",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:39 +0000] ""POST /api/notifications/list HTTP/1.1"" 200 12 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:39.620","bff-service","method=POST uri=/api/notifications/list status=200 durationMs=3172",INFO,"bff.config.AccessLogFilter","f9ef23aa-63a8-4d5e-94a6-c646eeb7e728"
"Aug 8, 2026 @ 22:39:39.587",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:39 +0000] ""POST /api/public-notifications/list HTTP/1.1"" 200 12 ""http://192.168.160.100:30000/stores"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36"" ""-""","-","-","-"
