"@timestamp",service,message,level,logger,traceId
"Aug 8, 2026 @ 22:39:39.586","bff-service","method=POST uri=/api/public-notifications/list status=200 durationMs=3139",INFO,"bff.config.AccessLogFilter","b3ea60f4-4c0b-4478-8153-5e5d9b74753d"
"Aug 8, 2026 @ 22:39:39.232","bff-service","[CB] listMyNotifications fallback: {} I/O error on POST request for ""http://notification-service/api/notifications/list"": null",WARN,"bff.client.NotificationClient","f9ef23aa-63a8-4d5e-94a6-c646eeb7e728"
"Aug 8, 2026 @ 22:39:39.223","bff-service","[CB] listPublicNotifications fallback: I/O error on POST request for ""http://notification-service/api/public-notifications/list"": null",WARN,"bff.client.NotificationClient","b3ea60f4-4c0b-4478-8153-5e5d9b74753d"
"Aug 8, 2026 @ 22:39:36.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:36.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:33.713","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","393afed2-3a15-4af4-8a3f-d2486286a715"
"Aug 8, 2026 @ 22:39:33.534","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=3",INFO,"bff.config.AccessLogFilter","4529e4b9-7700-4f28-9859-5a8aa87444a2"
"Aug 8, 2026 @ 22:39:27.266","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=6",INFO,"bff.config.AccessLogFilter","ada913b9-424f-4056-8c36-cfd3ac2fd45c"
"Aug 8, 2026 @ 22:39:26.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:26.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:23.713","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","79f98aff-42ce-4cf7-94bc-827565b28ec9"
"Aug 8, 2026 @ 22:39:23.536","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","602ccb26-b120-4df7-9c16-39cd353a5d77"
"Aug 8, 2026 @ 22:39:16.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:16.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:13.714","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","ea91da04-8eab-44ee-ba32-697feda760e3"
"Aug 8, 2026 @ 22:39:13.535","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=3",INFO,"bff.config.AccessLogFilter","21dd8eb2-f794-465f-a032-d4ccea4d8eab"
"Aug 8, 2026 @ 22:39:12.266","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=7",INFO,"bff.config.AccessLogFilter","545bc2fa-106e-4fd1-ab3b-4b88194b8fd2"
"Aug 8, 2026 @ 22:39:06.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:06.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:39:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:39:03.714","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","93b1fc94-f3d7-46d2-86c8-4dd319fd9926"
"Aug 8, 2026 @ 22:39:03.535","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","ae75f759-a1ed-4723-a757-d7bebf06cee1"
"Aug 8, 2026 @ 22:38:57.826","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=566",INFO,"bff.config.AccessLogFilter","647f8190-81b8-4c8a-961f-69b6cab39824"
"Aug 8, 2026 @ 22:38:56.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:56.459",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:53.719","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=9",INFO,"bff.config.AccessLogFilter","9a9126c6-403a-4ba6-a963-8fd5154beb90"
"Aug 8, 2026 @ 22:38:53.548","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=12",INFO,"bff.config.AccessLogFilter","5ca0de5b-9d06-47a5-b5d9-cf7b4c3b7acd"
"Aug 8, 2026 @ 22:38:46.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:46.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:43.719","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=6",INFO,"bff.config.AccessLogFilter","1c5b8493-932e-4a6f-9a9a-40942f3b831d"
"Aug 8, 2026 @ 22:38:43.544","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","9b4fb9d3-d086-4936-aee6-1e2ba412911a"
"Aug 8, 2026 @ 22:38:42.324","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=64",INFO,"bff.config.AccessLogFilter","228b1a94-618f-4988-ae10-c6746db38551"
"Aug 8, 2026 @ 22:38:36.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:36.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:33.718","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=8",INFO,"bff.config.AccessLogFilter","fa17bc65-5df7-479b-85ce-e5bb7d348524"
"Aug 8, 2026 @ 22:38:33.548","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=14",INFO,"bff.config.AccessLogFilter","a19048c5-d1a8-43b8-b013-d6613ad3781c"
"Aug 8, 2026 @ 22:38:27.323","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=64",INFO,"bff.config.AccessLogFilter","ee72cca4-b226-4b80-acf9-063c42b8b9f4"
"Aug 8, 2026 @ 22:38:26.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:26.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:23.731","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=19",INFO,"bff.config.AccessLogFilter","86153573-65db-472e-9d5a-0693d5d4975f"
"Aug 8, 2026 @ 22:38:23.546","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=12",INFO,"bff.config.AccessLogFilter","3ac3844d-3b8b-4145-8328-9fd6151bac3e"
"Aug 8, 2026 @ 22:38:16.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:16.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:13.740","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=29",INFO,"bff.config.AccessLogFilter","9e5de659-c874-4357-bc29-74ef27a1137a"
"Aug 8, 2026 @ 22:38:13.555","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=16",INFO,"bff.config.AccessLogFilter","24203b73-f645-4cfc-989d-f5866afd80ec"
"Aug 8, 2026 @ 22:38:12.313","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=53",INFO,"bff.config.AccessLogFilter","af133bbc-b5eb-4b65-9a11-91dc815b2f34"
"Aug 8, 2026 @ 22:38:06.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:06.462",unknown,"10.244.0.1 - - [08/Aug/2026:13:38:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:38:03.718","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=6",INFO,"bff.config.AccessLogFilter","824754c9-0ade-4fba-98fd-f3d58d1eaa47"
"Aug 8, 2026 @ 22:38:03.546","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=14",INFO,"bff.config.AccessLogFilter","7758859b-82cb-44fc-a23b-63cc9a618a83"
"Aug 8, 2026 @ 22:37:57.361","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=99",INFO,"bff.config.AccessLogFilter","89891b1b-670c-4734-9d17-02beb6fe2cd1"
"Aug 8, 2026 @ 22:37:56.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:56.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:53.736","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=23",INFO,"bff.config.AccessLogFilter","41125e6a-2a30-41a2-8640-25f3a21767b1"
"Aug 8, 2026 @ 22:37:53.675","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=141",INFO,"bff.config.AccessLogFilter","226f7bba-6dc3-4e67-8fc4-9effb84afd38"
"Aug 8, 2026 @ 22:37:46.989",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:46.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:43.721","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=10",INFO,"bff.config.AccessLogFilter","ac08aa56-03fc-49b9-93f2-1d153a628b2f"
"Aug 8, 2026 @ 22:37:43.563","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=23",INFO,"bff.config.AccessLogFilter","a64d1d4e-05c6-4685-8889-74dfaf4e86d1"
"Aug 8, 2026 @ 22:37:42.328","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=67",INFO,"bff.config.AccessLogFilter","135f9b49-d170-4212-845f-29b9417c64e3"
"Aug 8, 2026 @ 22:37:36.993",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:36.463",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:33.722","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=12",INFO,"bff.config.AccessLogFilter","d11b517f-d05e-4486-bea9-e52814e0190f"
"Aug 8, 2026 @ 22:37:33.548","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=15",INFO,"bff.config.AccessLogFilter","cd267e10-b42f-457d-9d48-84d6cd1c2f9f"
"Aug 8, 2026 @ 22:37:27.298","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=38",INFO,"bff.config.AccessLogFilter","002ddc50-489f-4ef5-8a32-07744c8c4242"
"Aug 8, 2026 @ 22:37:26.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:26.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:23.792","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=80",INFO,"bff.config.AccessLogFilter","8daa1f44-83b1-4030-8453-6d4253f7a797"
"Aug 8, 2026 @ 22:37:23.546","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=13",INFO,"bff.config.AccessLogFilter","5d58a096-7b9f-4b84-88f4-2e0a7c271352"
"Aug 8, 2026 @ 22:37:16.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:16.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:13.732","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=19",INFO,"bff.config.AccessLogFilter","ffcc6324-2ef7-47a4-a366-0852124c40b7"
"Aug 8, 2026 @ 22:37:13.545","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=12",INFO,"bff.config.AccessLogFilter","f57d1630-ca49-4b9d-95c5-9ba7c56835f0"
"Aug 8, 2026 @ 22:37:12.321","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=61",INFO,"bff.config.AccessLogFilter","1de87cdf-0c18-4f04-857d-f57fe6e1d8b8"
"Aug 8, 2026 @ 22:37:06.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:06.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:37:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:37:03.724","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=12",INFO,"bff.config.AccessLogFilter","e609df28-dcc9-45f2-b4d6-918a169b38d8"
"Aug 8, 2026 @ 22:37:03.547","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=13",INFO,"bff.config.AccessLogFilter","8e19333c-fb5d-4245-8f53-32b9c21e6da1"
"Aug 8, 2026 @ 22:36:57.320","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=59",INFO,"bff.config.AccessLogFilter","63c6b814-50c5-4c4e-a900-34b42080ce28"
"Aug 8, 2026 @ 22:36:56.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:56.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:53.721","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","54825a77-286a-465b-bc43-c711d7cc419b"
"Aug 8, 2026 @ 22:36:53.543","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=10",INFO,"bff.config.AccessLogFilter","7ebf143e-98d9-4695-a2ec-026badf26a16"
"Aug 8, 2026 @ 22:36:46.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:46.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:43.735","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=19",INFO,"bff.config.AccessLogFilter","9cb54d8f-9855-421e-968d-aca865d58480"
"Aug 8, 2026 @ 22:36:43.548","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=13",INFO,"bff.config.AccessLogFilter","f5e488dc-cbac-41a8-a479-738ddb473e90"
"Aug 8, 2026 @ 22:36:42.330","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=69",INFO,"bff.config.AccessLogFilter","4c3928df-23f4-4bbc-abf3-5bbc9c1af7a0"
"Aug 8, 2026 @ 22:36:36.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:36.464",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:33.737","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=26",INFO,"bff.config.AccessLogFilter","043ce481-c09b-4da1-b9bd-d01e3b3f3ae7"
"Aug 8, 2026 @ 22:36:33.549","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=16",INFO,"bff.config.AccessLogFilter","3d93d6af-813f-483c-b0bd-b5577fe0556a"
"Aug 8, 2026 @ 22:36:27.356","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=95",INFO,"bff.config.AccessLogFilter","a2a94ef5-c1b3-40e7-80b2-d09f1c660d05"
"Aug 8, 2026 @ 22:36:26.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:26.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:23.728","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=17",INFO,"bff.config.AccessLogFilter","b1ceafba-6c0b-4e5e-9197-aeb63bf73889"
"Aug 8, 2026 @ 22:36:23.550","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=16",INFO,"bff.config.AccessLogFilter","520e9cec-b47d-4da9-b92f-cf17f93851e2"
"Aug 8, 2026 @ 22:36:16.992",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:16.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:13.715","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","d9f44650-9ad8-420e-8fbe-af9827bfdac8"
"Aug 8, 2026 @ 22:36:13.543","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","209ecf9b-7062-4642-8801-b59c87622a63"
"Aug 8, 2026 @ 22:36:12.272","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","97652a7d-fcb0-4f2f-9e59-6e01a1d220d0"
"Aug 8, 2026 @ 22:36:06.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:06.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:36:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:36:03.716","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","4c087d33-9ec0-4170-b693-113aba11158c"
"Aug 8, 2026 @ 22:36:03.536","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","c015c690-9d78-41fe-96cd-1f96131b5bbc"
"Aug 8, 2026 @ 22:35:57.269","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=10",INFO,"bff.config.AccessLogFilter","8a8021c9-1d16-44ca-979b-9d20ecc4bfa1"
"Aug 8, 2026 @ 22:35:56.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:56.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:56 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:53.714","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","b4fdaeaa-6920-49dd-b78a-126c96416e87"
"Aug 8, 2026 @ 22:35:53.540","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=9",INFO,"bff.config.AccessLogFilter","973f24af-df60-4d22-a91a-69fb01588141"
"Aug 8, 2026 @ 22:35:46.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:46.461",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:46 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:43.725","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=14",INFO,"bff.config.AccessLogFilter","9ef97572-2539-46ef-a928-edc4006b6b9a"
"Aug 8, 2026 @ 22:35:43.536","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","26f18e83-8ec3-4a9c-8350-563866e25c2f"
"Aug 8, 2026 @ 22:35:42.270","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=9",INFO,"bff.config.AccessLogFilter","3dc4981c-6c1c-4439-aefa-3a2a98335a77"
"Aug 8, 2026 @ 22:35:36.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:36.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:36 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:33.712","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","ebf831f3-d88c-4cc4-8f78-dc72352565ad"
"Aug 8, 2026 @ 22:35:33.536","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","2b29de27-f79c-4232-adf8-383e3c3bad55"
"Aug 8, 2026 @ 22:35:27.269","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=9",INFO,"bff.config.AccessLogFilter","938c2cf4-9587-4f9f-af9e-99ddd4668a10"
"Aug 8, 2026 @ 22:35:26.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:26.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:26 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:23.714","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=4",INFO,"bff.config.AccessLogFilter","aab81a54-700c-4f2c-b28a-477e61e45f8b"
"Aug 8, 2026 @ 22:35:23.538","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=6",INFO,"bff.config.AccessLogFilter","b2a1bdee-72a8-4f19-b347-85532359ef4d"
"Aug 8, 2026 @ 22:35:16.990",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:16.462",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:16 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:13.717","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=6",INFO,"bff.config.AccessLogFilter","68efcd24-537f-4009-a6c3-b9024f4d1973"
"Aug 8, 2026 @ 22:35:13.540","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=6",INFO,"bff.config.AccessLogFilter","7bf96026-010a-476e-8061-cd0769deba44"
"Aug 8, 2026 @ 22:35:12.274","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=10",INFO,"bff.config.AccessLogFilter","0a4cfc2a-acc2-4026-b693-9431256ca41c"
"Aug 8, 2026 @ 22:35:06.991",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:06.460",unknown,"10.244.0.1 - - [08/Aug/2026:13:35:06 +0000] ""GET / HTTP/1.1"" 200 460 ""-"" ""kube-probe/1.35"" ""-""","-","-","-"
"Aug 8, 2026 @ 22:35:03.713","bff-service","method=GET uri=/actuator/health/readiness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","ef22d29f-a0f7-4b3b-9250-a2c9e3733e5d"
"Aug 8, 2026 @ 22:35:03.537","bff-service","method=GET uri=/actuator/health/liveness status=200 durationMs=5",INFO,"bff.config.AccessLogFilter","f810ecf5-815a-4a96-9f23-314b097a5d27"
"Aug 8, 2026 @ 22:34:57.271","bff-service","method=GET uri=/actuator/prometheus status=200 durationMs=11",INFO,"bff.config.AccessLogFilter","30f23a36-444f-419d-984e-a223fad5afa0"
